Student_ID,Age,Gender,Course,Logins,Content_Reads,Forum_Posts,Quiz_Reviews,Assignment1_Late,Assignment2_Late,Assignment3_Late,Avg_Assignment_Time,Engagement_Level,Risk_Score,Risk_Level,Dropout,Suggestion
STU2523,18,Male,EEE,5,473,2,8,1,0,1,56,Low,92.13,High Risk,Yes,"Attend mentoring, increase activity"
STU2524,22,Male,EEE,171,279,6,5,0,0,0,206,Low,53.6,Medium Risk,No,Improve consistency
STU2525,24,Male,ECE,222,230,43,9,0,1,0,43,Low,26.6,Low Risk,No,Maintain performance
STU2526,24,Female,ECE,277,161,7,7,0,0,1,263,Low,44.87,Medium Risk,No,Improve consistency
STU2527,20,Female,CSE,255,632,19,5,0,0,0,257,High,34.6,Low Risk,No,Maintain performance
STU2528,19,Female,EEE,178,192,11,5,0,1,0,51,Low,59.67,Medium Risk,No,Improve consistency
STU2529,19,Female,CSE,174,408,34,3,0,0,0,298,Low,40.4,Medium Risk,No,Improve consistency
STU2530,20,Female,IT,250,81,16,4,1,0,0,132,Low,49.07,Medium Risk,No,Improve consistency
STU2531,23,Male,IT,94,427,27,1,0,0,0,36,Low,59.27,Medium Risk,No,Improve consistency
STU2532,19,Male,EEE,53,292,40,2,0,0,0,68,Low,54.93,Medium Risk,No,Improve consistency
STU2533,21,Male,EEE,298,83,9,2,0,0,0,156,Low,40.87,Medium Risk,No,Improve consistency
STU2534,18,Male,IT,154,364,21,4,1,0,0,124,Low,58.87,Medium Risk,No,Improve consistency
STU2535,24,Female,EEE,136,736,37,4,1,0,1,208,High,61.67,Medium Risk,No,Improve consistency
STU2536,24,Male,ECE,63,506,32,5,0,0,1,137,Low,62.4,Medium Risk,No,Improve consistency
STU2537,21,Male,ECE,203,337,21,4,0,1,0,162,Low,52.33,Medium Risk,No,Improve consistency
STU2538,19,Female,EEE,219,544,43,5,1,0,0,280,High,35,Low Risk,No,Maintain performance
STU2539,24,Male,IT,53,589,36,7,0,0,0,92,Low,47.33,Medium Risk,No,Improve consistency
STU2540,22,Male,CSE,236,456,12,1,0,1,0,32,Low,59.33,Medium Risk,No,Improve consistency
STU2541,18,Female,EEE,251,382,26,3,0,0,1,20,High,44.93,Medium Risk,No,Improve consistency
STU2542,18,Male,EEE,243,371,14,5,0,0,0,196,Low,39.2,Low Risk,No,Maintain performance
STU2543,24,Male,CSE,172,102,21,4,1,0,0,125,Low,56.47,Medium Risk,No,Improve consistency
STU2544,20,Male,EEE,52,330,29,0,0,0,0,171,Low,65.67,Medium Risk,No,Improve consistency
STU2545,24,Male,CSE,55,333,42,8,0,0,1,112,Low,51.47,Medium Risk,No,Improve consistency
STU2546,20,Male,IT,102,393,39,2,0,0,1,252,Low,59,Medium Risk,No,Improve consistency
STU2547,24,Female,ECE,220,584,36,1,0,1,0,16,High,47.07,Medium Risk,No,Improve consistency
STU2548,22,Female,IT,181,745,33,8,0,0,0,181,High,30.07,Low Risk,No,Maintain performance
STU2549,23,Female,ECE,84,746,43,6,0,0,0,265,High,41,Medium Risk,No,Improve consistency
STU2550,18,Female,CSE,189,355,33,4,0,0,0,256,Low,37,Low Risk,No,Maintain performance
STU2551,24,Female,ECE,31,112,47,5,0,0,0,201,Low,47.67,Medium Risk,No,Improve consistency
STU2552,22,Female,IT,199,224,34,3,1,0,1,123,Low,57.07,Medium Risk,No,Improve consistency
STU2553,20,Male,ECE,218,201,41,0,1,0,0,32,Low,46.33,Medium Risk,No,Improve consistency
STU2554,20,Female,CSE,118,681,18,3,1,0,1,285,Low,77.47,High Risk,Yes,"Attend mentoring, increase activity"
STU2555,18,Female,ECE,246,728,7,8,0,0,1,145,High,47,Medium Risk,No,Improve consistency
STU2556,21,Male,EEE,128,790,38,0,0,1,0,204,High,60.13,Medium Risk,No,Improve consistency
STU2557,24,Male,IT,80,203,32,9,1,1,0,267,Low,62.13,Medium Risk,No,Improve consistency
STU2558,19,Female,EEE,200,389,43,2,0,0,1,287,High,43.53,Medium Risk,No,Improve consistency
STU2559,20,Male,CSE,48,412,27,4,0,0,0,79,Low,59.4,Medium Risk,No,Improve consistency
STU2560,23,Female,ECE,190,673,36,6,0,0,0,45,High,31.07,Low Risk,No,Maintain performance
STU2561,23,Male,EEE,250,758,47,8,1,1,0,117,High,32.47,Low Risk,No,Maintain performance
STU2562,20,Female,EEE,88,609,24,5,0,0,0,33,Low,53.87,Medium Risk,No,Improve consistency
STU2563,21,Male,ECE,211,20,35,2,0,0,0,149,Low,36.87,Low Risk,No,Maintain performance
STU2564,21,Male,ECE,155,196,16,6,0,1,0,31,Low,57.73,Medium Risk,No,Improve consistency
STU2565,22,Female,IT,160,735,23,3,0,0,0,213,High,48.87,Medium Risk,No,Improve consistency
STU2566,23,Female,EEE,20,24,20,2,1,1,0,233,Low,91.33,High Risk,Yes,"Attend mentoring, increase activity"
STU2567,22,Female,EEE,169,787,1,6,0,0,0,232,High,54.87,Medium Risk,No,Improve consistency
STU2568,23,Female,CSE,149,306,30,6,0,0,0,90,Low,40.13,Medium Risk,No,Improve consistency
STU2569,24,Female,IT,41,420,43,3,1,0,0,200,Low,62.73,Medium Risk,No,Improve consistency
STU2570,24,Male,CSE,49,594,32,6,0,1,0,295,Low,62.27,Medium Risk,No,Improve consistency
STU2571,19,Female,EEE,210,61,29,1,0,0,0,156,Low,42.6,Medium Risk,No,Improve consistency
STU2572,24,Female,CSE,66,649,11,0,0,0,1,291,Low,84.6,High Risk,Yes,"Attend mentoring, increase activity"
STU2573,19,Male,EEE,23,37,43,1,0,0,1,20,Low,69.13,Medium Risk,No,Improve consistency
STU2574,24,Male,EEE,11,586,11,3,1,1,1,285,Low,105.93,High Risk,Yes,"Attend mentoring, increase activity"
STU2575,18,Female,CSE,253,26,48,7,0,0,1,65,Low,23.47,Low Risk,No,Maintain performance
STU2576,24,Male,CSE,121,360,23,2,1,0,0,182,Low,66.07,Medium Risk,No,Improve consistency
STU2577,22,Male,ECE,72,437,23,9,0,1,0,213,Low,58.6,Medium Risk,No,Improve consistency
STU2578,20,Female,ECE,38,659,10,5,0,1,0,257,Low,78.93,High Risk,Yes,"Attend mentoring, increase activity"
STU2579,22,Male,ECE,198,238,12,5,0,0,1,275,Low,56.4,Medium Risk,No,Improve consistency
STU2580,20,Male,EEE,59,775,26,8,0,0,1,31,Low,60.53,Medium Risk,No,Improve consistency
STU2581,21,Female,CSE,270,219,7,8,0,0,0,33,Low,33.8,Low Risk,No,Maintain performance
STU2582,22,Female,IT,46,440,9,3,0,0,0,203,Low,72.47,High Risk,Yes,"Attend mentoring, increase activity"
STU2583,21,Male,EEE,235,303,7,8,0,0,0,105,Low,38.47,Low Risk,No,Maintain performance
STU2584,19,Male,IT,14,752,19,5,0,0,0,272,Low,66.73,Medium Risk,No,Improve consistency
STU2585,19,Female,CSE,132,762,7,1,0,0,0,81,Low,66.2,Medium Risk,No,Improve consistency
STU2586,18,Male,EEE,183,591,8,9,0,0,1,252,Low,52.8,Medium Risk,No,Improve consistency
STU2587,24,Male,IT,197,113,6,5,0,0,0,47,Low,50.13,Medium Risk,No,Improve consistency
STU2588,22,Male,IT,96,213,13,1,0,0,1,98,Low,77.4,High Risk,Yes,"Attend mentoring, increase activity"
STU2589,21,Female,ECE,235,62,27,7,1,0,0,37,Low,38.47,Low Risk,No,Maintain performance
STU2590,20,Male,ECE,82,384,1,3,0,1,0,101,Low,82.47,High Risk,Yes,"Attend mentoring, increase activity"
STU2591,19,Male,ECE,89,63,42,4,0,0,1,63,Low,54.93,Medium Risk,No,Improve consistency
STU2592,24,Female,EEE,34,285,7,7,0,0,0,168,Low,67.27,Medium Risk,No,Improve consistency
STU2593,19,Male,CSE,217,344,12,7,0,0,0,237,Low,39.87,Low Risk,No,Maintain performance
STU2594,20,Male,CSE,53,40,20,5,1,0,1,50,Low,80.93,High Risk,Yes,"Attend mentoring, increase activity"
STU2595,24,Female,ECE,269,144,46,3,0,1,1,46,High,40.53,Medium Risk,No,Improve consistency
STU2596,24,Female,ECE,149,67,27,0,1,0,0,134,Low,63.93,Medium Risk,No,Improve consistency
STU2597,21,Female,ECE,73,114,34,6,0,0,0,188,Low,47.87,Medium Risk,No,Improve consistency
STU2598,21,Female,IT,62,275,22,7,1,0,0,46,Low,64.53,Medium Risk,No,Improve consistency
STU2599,22,Male,ECE,189,531,45,8,0,1,1,110,High,41.8,Medium Risk,No,Improve consistency
STU2600,22,Male,IT,66,505,14,1,0,0,1,40,Low,80.8,High Risk,Yes,"Attend mentoring, increase activity"
STU2601,23,Female,CSE,170,262,1,0,0,0,0,199,Low,66.73,Medium Risk,No,Improve consistency
STU2602,23,Female,EEE,175,304,11,3,0,0,0,155,Low,54.07,Medium Risk,No,Improve consistency
STU2603,18,Male,EEE,67,677,35,4,0,0,1,99,Low,62.07,Medium Risk,No,Improve consistency
STU2604,19,Female,EEE,151,167,2,9,0,0,0,15,Low,50.67,Medium Risk,No,Improve consistency
STU2605,22,Male,EEE,165,558,4,0,0,0,0,148,Low,65.6,Medium Risk,No,Improve consistency
STU2606,21,Female,IT,145,640,2,4,0,0,0,104,Low,61.47,Medium Risk,No,Improve consistency
STU2607,20,Male,IT,101,76,46,5,0,0,0,128,Low,38.93,Low Risk,No,Maintain performance
STU2608,21,Female,ECE,225,763,18,2,1,0,0,129,High,55.2,Medium Risk,No,Improve consistency
STU2609,19,Female,IT,47,308,1,6,0,0,0,132,Low,71.13,High Risk,Yes,"Attend mentoring, increase activity"
STU2610,23,Male,ECE,296,472,43,5,0,0,0,294,High,14.73,Low Risk,No,Maintain performance
STU2611,21,Female,ECE,112,734,36,3,1,0,1,188,High,67.47,Medium Risk,No,Improve consistency
STU2612,18,Male,EEE,270,110,16,2,0,0,0,16,Low,40.4,Medium Risk,No,Improve consistency
STU2613,19,Male,IT,99,65,13,4,0,1,0,136,Low,71,High Risk,Yes,"Attend mentoring, increase activity"
STU2614,23,Male,IT,266,341,27,2,0,0,1,86,High,44.33,Medium Risk,No,Improve consistency
STU2615,20,Male,ECE,75,760,26,9,1,0,1,243,Low,66.4,Medium Risk,No,Improve consistency
STU2616,23,Male,ECE,223,402,9,8,0,0,0,83,Low,38.87,Low Risk,No,Maintain performance
STU2617,24,Female,CSE,25,752,2,8,0,0,0,280,Low,69.47,Medium Risk,No,Improve consistency
STU2618,18,Female,CSE,96,390,35,5,0,0,0,129,Low,46.2,Medium Risk,No,Improve consistency
STU2619,19,Male,ECE,131,101,37,5,0,0,0,44,Low,40.33,Medium Risk,No,Improve consistency
STU2620,20,Female,CSE,84,456,24,3,0,0,0,216,Low,58.4,Medium Risk,No,Improve consistency
STU2621,18,Male,CSE,242,118,21,3,0,1,0,279,Low,49.13,Medium Risk,No,Improve consistency
STU2622,23,Female,ECE,186,326,47,1,0,0,0,102,Low,35,Low Risk,No,Maintain performance
STU2623,18,Female,ECE,29,177,38,9,1,0,1,186,Low,65.33,Medium Risk,No,Improve consistency
STU2624,19,Female,IT,160,444,46,3,0,1,0,283,High,45.07,Medium Risk,No,Improve consistency
STU2625,22,Female,ECE,9,451,29,7,0,0,0,188,Low,57.4,Medium Risk,No,Improve consistency
STU2626,18,Male,ECE,124,227,20,9,0,1,0,138,Low,53.47,Medium Risk,No,Improve consistency
STU2627,24,Male,EEE,281,231,29,1,0,0,0,134,High,33.13,Low Risk,No,Maintain performance
STU2628,18,Female,IT,22,682,27,8,0,0,0,36,Low,54.87,Medium Risk,No,Improve consistency
STU2629,23,Female,IT,202,537,30,0,0,0,1,73,High,55.07,Medium Risk,No,Improve consistency
STU2630,23,Male,IT,61,287,25,1,0,1,1,69,Low,84.87,High Risk,Yes,"Attend mentoring, increase activity"
STU2631,20,Female,EEE,97,578,42,1,0,1,1,228,Low,69.87,Medium Risk,No,Improve consistency
STU2632,23,Male,ECE,23,583,21,5,1,0,0,226,Low,74.33,High Risk,Yes,"Attend mentoring, increase activity"
STU2633,21,Male,IT,197,475,20,6,0,0,0,178,Low,39.73,Low Risk,No,Maintain performance
STU2634,19,Male,IT,241,763,0,2,0,0,0,158,High,53.87,Medium Risk,No,Improve consistency
STU2635,19,Female,CSE,281,611,36,8,0,0,0,279,High,14.93,Low Risk,No,Maintain performance
STU2636,22,Male,IT,231,593,12,4,0,1,1,125,High,64,Medium Risk,No,Improve consistency
STU2637,22,Female,ECE,237,39,20,4,0,0,1,254,Low,48.4,Medium Risk,No,Improve consistency
STU2638,19,Male,ECE,44,368,45,3,1,0,1,157,Low,71.13,High Risk,Yes,"Attend mentoring, increase activity"
STU2639,24,Female,CSE,157,297,8,8,0,1,1,101,Low,68.27,Medium Risk,No,Improve consistency
STU2640,22,Female,IT,131,95,16,7,0,1,1,94,Low,68.93,Medium Risk,No,Improve consistency
STU2641,20,Female,IT,241,243,46,3,0,0,0,96,High,24.27,Low Risk,No,Maintain performance
STU2642,23,Male,IT,59,756,20,3,0,0,1,129,Low,74.13,High Risk,Yes,"Attend mentoring, increase activity"
STU2643,19,Male,EEE,176,322,30,1,0,1,0,33,Low,56.53,Medium Risk,No,Improve consistency
STU2644,22,Female,IT,113,374,38,8,0,0,1,98,Low,46.13,Medium Risk,No,Improve consistency
STU2645,19,Female,ECE,188,786,21,2,0,0,0,46,High,48.33,Medium Risk,No,Improve consistency
STU2646,21,Female,ECE,202,278,11,3,0,0,0,280,Low,50.47,Medium Risk,No,Improve consistency
STU2647,18,Male,EEE,91,707,5,6,0,1,1,21,Low,82.87,High Risk,Yes,"Attend mentoring, increase activity"
STU2648,23,Male,EEE,205,140,15,9,0,0,0,104,Low,35.67,Low Risk,No,Maintain performance
STU2649,19,Male,IT,279,798,25,7,0,0,1,40,High,33.8,Low Risk,No,Maintain performance
STU2650,18,Male,CSE,215,360,4,7,0,0,0,242,Low,44.93,Medium Risk,No,Improve consistency
STU2651,22,Female,EEE,122,189,8,3,0,1,0,295,Low,72.93,High Risk,Yes,"Attend mentoring, increase activity"
STU2652,18,Female,EEE,195,489,45,6,0,0,0,44,High,25,Low Risk,No,Maintain performance
STU2653,23,Male,IT,46,172,39,9,1,1,0,30,Low,62.47,Medium Risk,No,Improve consistency
STU2654,19,Male,IT,46,792,13,0,0,0,0,120,Low,76.07,High Risk,Yes,"Attend mentoring, increase activity"
STU2655,21,Female,EEE,280,105,43,5,0,1,0,154,Low,26.87,Low Risk,No,Maintain performance
STU2656,24,Male,CSE,21,783,41,5,0,1,0,21,Low,62.6,Medium Risk,No,Improve consistency
STU2657,22,Male,EEE,287,519,29,5,0,1,0,253,High,34.33,Low Risk,No,Maintain performance
STU2658,19,Male,IT,262,374,25,1,0,1,0,155,High,48.07,Medium Risk,No,Improve consistency
STU2659,23,Male,IT,67,362,44,7,0,0,0,248,Low,40.67,Medium Risk,No,Improve consistency
STU2660,22,Male,EEE,66,445,28,4,1,0,1,101,Low,76.4,High Risk,Yes,"Attend mentoring, increase activity"
STU2661,20,Male,CSE,104,92,18,4,1,1,0,124,Low,77.33,High Risk,Yes,"Attend mentoring, increase activity"
STU2662,18,Female,EEE,23,234,46,1,1,1,0,24,Low,77.33,High Risk,Yes,"Attend mentoring, increase activity"
STU2663,24,Male,EEE,21,421,7,3,0,0,0,281,Low,77,High Risk,Yes,"Attend mentoring, increase activity"
STU2664,23,Male,IT,250,744,22,8,1,0,0,31,High,37.47,Low Risk,No,Maintain performance
STU2665,20,Female,CSE,255,127,41,8,0,0,0,127,Low,15.4,Low Risk,No,Maintain performance
STU2666,19,Female,ECE,85,491,34,5,0,0,0,104,Low,48.27,Medium Risk,No,Improve consistency
STU2667,21,Female,CSE,43,201,30,8,0,0,0,266,Low,50.27,Medium Risk,No,Improve consistency
STU2668,22,Male,EEE,40,600,34,3,0,1,0,271,Low,68.27,Medium Risk,No,Improve consistency
STU2669,18,Female,EEE,201,599,31,0,0,0,0,96,High,44.6,Medium Risk,No,Improve consistency
STU2670,22,Male,EEE,162,668,4,1,0,0,1,67,Low,74,High Risk,Yes,"Attend mentoring, increase activity"
STU2671,24,Male,CSE,208,116,15,0,0,0,0,239,Low,53.27,Medium Risk,No,Improve consistency
STU2672,19,Male,IT,200,391,16,7,1,0,0,117,Low,49.73,Medium Risk,No,Improve consistency
STU2673,22,Female,EEE,220,792,31,8,0,0,0,28,High,26.07,Low Risk,No,Maintain performance
STU2674,18,Female,EEE,289,399,37,9,0,0,0,150,High,11.27,Low Risk,No,Maintain performance
STU2675,19,Female,CSE,200,253,31,5,0,0,0,169,Low,34.73,Low Risk,No,Maintain performance
STU2676,22,Female,ECE,156,594,19,1,1,0,0,109,Low,65.8,Medium Risk,No,Improve consistency
STU2677,21,Female,ECE,18,477,47,5,0,0,0,274,Low,49.4,Medium Risk,No,Improve consistency
STU2678,23,Male,IT,150,547,1,8,0,0,0,247,Low,53.4,Medium Risk,No,Improve consistency
STU2679,19,Male,IT,61,219,19,2,1,0,0,247,Low,76.47,High Risk,Yes,"Attend mentoring, increase activity"
STU2680,23,Male,EEE,215,613,46,8,0,0,0,58,High,17.73,Low Risk,No,Maintain performance
STU2681,19,Male,CSE,272,646,17,1,0,1,0,174,High,51.53,Medium Risk,No,Improve consistency
STU2682,21,Female,EEE,214,82,0,4,0,0,0,296,Low,53.47,Medium Risk,No,Improve consistency
STU2683,23,Female,IT,21,644,28,1,0,0,0,68,Low,68.4,Medium Risk,No,Improve consistency
STU2684,20,Male,CSE,290,318,28,6,1,0,0,192,High,32.53,Low Risk,No,Maintain performance
STU2685,18,Female,CSE,207,705,18,9,0,1,1,156,High,53.6,Medium Risk,No,Improve consistency
STU2686,20,Female,IT,103,708,43,8,1,0,1,105,High,54.47,Medium Risk,No,Improve consistency
STU2687,22,Male,ECE,283,719,39,6,1,0,0,52,High,26.87,Low Risk,No,Maintain performance
STU2688,21,Male,ECE,213,599,5,4,0,0,1,266,High,60.6,Medium Risk,No,Improve consistency
STU2689,20,Female,CSE,133,195,43,3,0,0,0,222,Low,40.47,Medium Risk,No,Improve consistency
STU2690,19,Female,EEE,292,262,38,3,1,0,0,198,High,32.27,Low Risk,No,Maintain performance
STU2691,22,Male,ECE,256,22,49,9,0,0,0,140,Low,8.47,Low Risk,No,Maintain performance
STU2692,22,Male,EEE,269,308,45,7,0,1,0,298,High,23.13,Low Risk,No,Maintain performance
STU2693,20,Male,ECE,275,85,7,9,0,0,0,146,Low,31.13,Low Risk,No,Maintain performance
STU2694,20,Female,ECE,192,60,23,9,0,0,0,39,Low,32.6,Low Risk,No,Maintain performance
STU2695,21,Male,EEE,218,796,19,9,1,0,0,155,High,41.53,Medium Risk,No,Improve consistency
STU2696,18,Male,IT,287,158,13,9,0,1,1,114,Low,45.93,Medium Risk,No,Improve consistency
STU2697,20,Female,ECE,215,740,4,9,0,0,0,296,High,40.93,Medium Risk,No,Improve consistency
STU2698,24,Female,ECE,80,131,40,0,1,0,1,200,Low,75.33,High Risk,Yes,"Attend mentoring, increase activity"
STU2699,20,Female,EEE,152,220,39,4,1,0,0,187,Low,48.33,Medium Risk,No,Improve consistency
STU2700,23,Female,IT,217,289,33,1,0,0,0,248,Low,39.27,Low Risk,No,Maintain performance
STU2701,19,Female,ECE,113,547,15,8,1,1,0,10,Low,69.93,Medium Risk,No,Improve consistency
STU2702,24,Male,ECE,133,694,44,6,0,1,0,119,High,43.87,Medium Risk,No,Improve consistency
STU2703,24,Male,IT,14,165,6,9,0,0,0,284,Low,66.53,Medium Risk,No,Improve consistency
STU2704,23,Female,ECE,51,247,15,7,1,0,0,243,Low,70.2,High Risk,Yes,"Attend mentoring, increase activity"
STU2705,23,Female,IT,100,385,6,5,0,0,0,73,Low,63.07,Medium Risk,No,Improve consistency
STU2706,22,Female,IT,107,91,26,8,0,0,0,253,Low,44.13,Medium Risk,No,Improve consistency
STU2707,18,Female,EEE,150,501,13,5,0,0,0,62,Low,52.2,Medium Risk,No,Improve consistency
STU2708,19,Female,CSE,31,365,13,6,0,0,0,271,Low,66.07,Medium Risk,No,Improve consistency
STU2709,21,Male,IT,224,282,43,6,1,0,1,26,High,42.33,Medium Risk,No,Improve consistency
STU2710,24,Male,EEE,22,589,32,8,0,1,0,243,Low,61.87,Medium Risk,No,Improve consistency
STU2711,21,Male,CSE,171,53,32,7,0,0,1,82,Low,44,Medium Risk,No,Improve consistency
STU2712,20,Male,ECE,86,582,43,0,0,1,0,100,Low,62.73,Medium Risk,No,Improve consistency
STU2713,20,Female,CSE,76,132,19,3,1,1,0,15,Low,82.47,High Risk,Yes,"Attend mentoring, increase activity"
STU2714,21,Male,IT,258,358,46,6,0,0,0,207,High,16,Low Risk,No,Maintain performance
STU2715,20,Female,IT,166,717,35,7,0,0,0,205,High,32.87,Low Risk,No,Maintain performance
STU2716,18,Female,IT,42,339,6,6,0,1,1,146,Low,88.8,High Risk,Yes,"Attend mentoring, increase activity"
STU2717,23,Female,IT,205,418,31,2,0,1,0,276,High,50.07,Medium Risk,No,Improve consistency
STU2718,20,Male,IT,204,332,47,3,0,0,1,125,High,38.6,Low Risk,No,Maintain performance
STU2719,22,Female,EEE,259,120,2,6,0,0,1,52,Low,52.27,Medium Risk,No,Improve consistency
STU2720,20,Male,IT,183,779,38,7,1,0,0,240,High,38.8,Low Risk,No,Maintain performance
STU2721,19,Male,EEE,39,98,28,6,0,1,0,67,Low,66,Medium Risk,No,Improve consistency
STU2722,18,Female,ECE,86,442,23,5,0,1,0,215,Low,64.73,Medium Risk,No,Improve consistency
STU2723,19,Female,IT,224,719,21,8,0,1,0,103,High,41.53,Medium Risk,No,Improve consistency
STU2724,19,Female,IT,162,721,5,8,0,1,0,45,Low,59.4,Medium Risk,No,Improve consistency
STU2725,22,Male,CSE,8,108,47,6,0,0,0,239,Low,48.73,Medium Risk,No,Improve consistency
STU2726,18,Female,ECE,171,548,23,7,0,0,0,236,Low,39.4,Low Risk,No,Maintain performance
STU2727,18,Male,IT,208,610,39,5,0,0,0,192,High,28.87,Low Risk,No,Maintain performance
STU2728,18,Female,IT,198,155,22,0,0,0,0,271,Low,50.4,Medium Risk,No,Improve consistency
STU2729,18,Female,ECE,239,703,37,0,0,0,1,140,High,45.93,Medium Risk,No,Improve consistency
STU2730,18,Male,EEE,210,266,9,5,0,1,0,74,Low,56.6,Medium Risk,No,Improve consistency
STU2731,22,Male,IT,154,198,15,1,0,1,0,195,Low,68.47,Medium Risk,No,Improve consistency
STU2732,20,Male,CSE,163,249,10,7,0,0,0,126,Low,48.27,Medium Risk,No,Improve consistency
STU2733,19,Male,IT,283,512,31,0,0,0,1,195,High,43.67,Medium Risk,No,Improve consistency
STU2734,18,Male,CSE,170,717,44,1,1,0,0,283,High,48.93,Medium Risk,No,Improve consistency
STU2735,24,Male,CSE,72,686,5,7,0,0,1,160,Low,73.4,High Risk,Yes,"Attend mentoring, increase activity"
STU2736,20,Female,IT,92,280,23,5,0,0,1,160,Low,63.93,Medium Risk,No,Improve consistency
STU2737,20,Female,IT,221,529,32,9,1,0,1,45,High,43.33,Medium Risk,No,Improve consistency
STU2738,19,Male,CSE,5,559,11,1,0,1,0,104,Low,90.73,High Risk,Yes,"Attend mentoring, increase activity"
STU2739,22,Female,ECE,139,123,26,1,1,0,0,143,Low,63.87,Medium Risk,No,Improve consistency
STU2740,21,Male,ECE,189,348,37,6,0,1,1,171,Low,50.6,Medium Risk,No,Improve consistency
STU2741,21,Female,IT,144,577,17,4,0,0,1,53,Low,62.6,Medium Risk,No,Improve consistency
STU2742,20,Female,EEE,110,368,44,4,0,0,1,292,Low,50.93,Medium Risk,No,Improve consistency
STU2743,23,Male,ECE,137,659,38,7,1,0,0,249,High,44.93,Medium Risk,No,Improve consistency
STU2744,23,Male,IT,112,623,12,6,0,1,0,61,Low,65.87,Medium Risk,No,Improve consistency
STU2745,19,Male,ECE,182,343,39,8,0,1,0,290,Low,36.33,Low Risk,No,Maintain performance
STU2746,21,Female,EEE,150,698,29,3,0,0,1,83,High,56.6,Medium Risk,No,Improve consistency
STU2747,20,Male,IT,78,178,48,9,0,1,1,247,Low,52.8,Medium Risk,No,Improve consistency
STU2748,22,Female,EEE,112,348,40,3,0,0,0,176,Low,45.07,Medium Risk,No,Improve consistency
STU2749,21,Male,IT,126,270,12,1,0,0,0,149,Low,64,Medium Risk,No,Improve consistency
STU2750,20,Female,EEE,21,744,33,2,0,0,0,148,Low,63.4,Medium Risk,No,Improve consistency
STU2751,20,Female,ECE,200,208,35,0,0,1,0,244,Low,52.33,Medium Risk,No,Improve consistency
STU2752,18,Male,ECE,256,220,29,0,0,0,0,12,Low,38.47,Low Risk,No,Maintain performance
STU2753,22,Female,EEE,123,296,24,6,0,0,0,265,Low,47.2,Medium Risk,No,Improve consistency
STU2754,18,Female,EEE,166,701,1,4,0,0,0,287,Low,59.27,Medium Risk,No,Improve consistency
STU2755,19,Male,EEE,202,771,35,2,0,0,0,13,High,38.07,Low Risk,No,Maintain performance
STU2756,18,Female,IT,49,752,17,6,1,1,1,279,Low,91.27,High Risk,Yes,"Attend mentoring, increase activity"
STU2757,24,Male,ECE,183,481,4,1,0,0,1,221,Low,71.2,High Risk,Yes,"Attend mentoring, increase activity"
STU2758,18,Male,IT,48,491,18,2,0,0,1,225,Low,78.8,High Risk,Yes,"Attend mentoring, increase activity"
